Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Engagement_Score,Average_Marks,Risk_Level
23,76,1,2,1,6,78,1,1,2,0,2,1,2,2,0,1,1,0,66,49.5,72.0,Low Risk
7,90,1,2,1,7,93,1,1,4,2,2,1,1,3,0,0,2,1,66,48.5,79.5,Low Risk
19,84,2,2,1,9,69,2,1,2,2,1,1,1,4,0,0,2,0,68,51.5,68.5,Low Risk
21,87,1,2,1,6,66,2,1,1,1,1,1,0,2,0,1,1,0,65,54.0,65.5,Low Risk
25,76,2,0,0,6,89,0,1,3,1,2,1,1,3,0,0,2,1,70,50.5,79.5,Low Risk
24,80,2,0,0,5,51,2,1,3,0,1,1,2,2,0,1,2,0,68,52.0,59.5,Low Risk
23,100,2,2,0,6,65,1,1,1,2,0,1,1,2,1,1,2,0,70,61.5,67.5,Low Risk
15,69,1,2,0,8,73,2,1,2,2,2,1,1,2,0,1,1,1,61,42.0,67.0,Low Risk
9,77,1,1,0,7,80,2,1,3,2,2,1,2,3,1,1,2,1,61,43.0,70.5,Low Risk
18,72,1,0,0,7,58,1,1,6,1,2,1,2,0,0,1,1,1,64,45.0,61.0,Low Risk
26,91,1,2,0,10,72,1,1,4,0,2,1,1,3,0,0,1,1,71,58.5,71.5,Low Risk
28,91,0,2,1,4,78,1,1,1,2,1,1,2,3,0,1,1,1,72,59.5,75.0,Low Risk
24,72,2,0,1,10,76,0,0,1,1,2,1,0,3,0,1,2,1,66,48.0,71.0,Low Risk
23,63,2,2,1,9,79,0,1,0,1,2,0,0,4,0,1,0,0,63,43.0,71.0,Low Risk
22,60,1,1,0,7,83,2,0,3,2,2,1,2,1,0,0,2,0,62,41.0,72.5,Low Risk
19,76,2,2,1,6,53,2,1,2,2,2,1,2,5,0,1,2,1,66,47.5,59.5,Low Risk
30,100,1,0,0,7,53,2,1,2,1,0,0,1,3,0,1,1,1,72,65.0,62.5,Low Risk
14,79,0,2,1,10,93,2,1,2,2,2,1,1,3,0,0,2,1,68,46.5,80.5,Low Risk
30,70,0,1,0,6,84,0,1,2,2,2,1,2,3,0,2,2,1,70,50.0,77.0,Low Risk
18,96,2,2,1,7,88,2,1,1,2,0,0,0,3,0,1,1,0,70,57.0,79.0,Low Risk
28,80,2,0,0,6,96,0,1,2,1,2,1,2,6,0,1,2,1,73,54.0,84.5,Low Risk
12,84,2,0,0,6,88,0,0,2,0,0,1,2,2,0,1,2,1,67,48.0,77.5,Low Risk
24,64,2,1,0,6,85,2,1,3,2,2,1,2,2,0,2,1,1,65,44.0,75.0,Low Risk
16,75,0,1,1,5,83,2,1,1,2,0,0,0,3,0,0,1,0,65,45.5,74.0,Low Risk
12,98,1,2,0,7,63,2,1,0,0,2,0,1,3,1,1,2,0,65,55.0,64.0,Low Risk
21,84,2,2,1,7,98,2,1,0,2,2,1,1,4,0,0,2,1,70,52.5,84.0,Low Risk
26,74,2,1,1,6,77,2,1,3,2,2,0,0,2,0,1,0,1,66,50.0,71.5,Low Risk
15,85,2,2,1,4,61,2,1,0,2,1,1,1,1,0,0,2,1,65,50.0,63.0,Low Risk
11,96,0,0,0,7,60,2,1,2,1,2,1,1,1,0,1,2,1,68,53.5,64.0,Low Risk
19,71,2,2,1,7,91,2,1,3,0,2,1,0,1,0,1,1,0,66,45.0,78.5,Low Risk
19,80,1,2,1,10,63,0,0,1,2,2,1,1,2,0,0,2,0,65,49.5,64.0,Low Risk
23,98,2,0,1,7,52,1,1,2,1,0,0,2,4,1,1,2,0,71,60.5,61.5,Low Risk
26,67,1,2,1,8,71,2,1,2,0,2,0,0,3,0,1,2,1,65,46.5,68.0,Low Risk
20,89,1,2,1,6,91,0,1,0,2,2,0,2,4,0,0,2,1,70,54.5,80.5,Low Risk
31,85,2,2,1,9,71,1,1,0,2,0,1,0,2,1,0,1,0,69,58.0,70.0,Low Risk
21,87,2,2,0,6,90,0,1,3,0,2,1,0,4,0,1,2,1,71,54.0,80.5,Low Risk
18,74,2,0,1,8,91,2,1,0,2,0,0,2,2,0,1,2,0,67,46.0,79.0,Low Risk
18,87,1,1,0,8,79,0,1,1,1,0,1,0,4,0,0,2,1,82,52.5,80.5,Low Risk
18,69,2,0,1,10,85,2,1,2,0,2,0,2,0,0,0,1,0,66,43.5,75.5,Low Risk
26,77,1,2,1,6,63,1,1,1,1,0,1,0,4,0,1,2,1,66,51.5,64.5,Low Risk
23,68,0,2,1,9,55,2,1,1,2,2,1,2,3,0,1,1,1,65,45.5,60.0,Low Risk
13,60,2,2,0,9,77,1,1,2,2,0,0,2,5,1,1,2,1,61,36.5,69.0,Low Risk
21,99,2,0,0,7,51,0,1,2,2,1,0,1,2,0,2,2,0,72,60.0,61.5,Low Risk
24,77,0,2,1,10,73,2,1,3,2,2,1,2,3,0,1,2,1,70,50.5,71.5,Low Risk
29,99,2,2,1,7,55,1,1,0,2,2,0,2,3,0,1,1,1,71,64.0,63.0,Low Risk
25,66,0,2,1,7,55,2,1,4,2,2,1,1,2,1,1,1,0,84,45.5,69.5,Low Risk
25,83,0,0,1,7,94,1,1,2,1,0,1,2,3,1,0,1,1,72,54.0,83.0,Low Risk
20,68,2,0,1,5,82,2,0,1,1,0,1,2,3,0,2,2,0,67,44.0,74.5,Low Risk
22,92,0,1,0,8,82,2,1,2,2,2,0,1,5,0,2,2,1,72,57.0,77.0,Low Risk
27,91,1,0,1,8,70,1,1,1,2,1,1,1,6,0,1,1,0,70,59.0,70.0,Low Risk
12,65,2,0,0,7,71,2,1,1,1,0,1,1,4,0,1,1,1,62,38.5,66.5,Low Risk
18,96,0,2,1,10,65,1,1,3,2,2,1,2,2,0,0,1,0,71,57.0,68.0,Low Risk
15,68,1,2,0,6,72,1,1,3,0,1,1,1,3,0,1,2,0,62,41.5,67.0,Low Risk
22,85,2,2,1,4,79,1,1,1,1,1,1,2,3,0,1,2,0,68,53.5,73.5,Low Risk
27,99,0,2,0,10,59,0,1,2,1,2,1,2,3,0,1,2,1,74,63.0,66.5,Low Risk
16,95,0,0,0,9,63,2,0,0,2,1,0,2,3,0,1,2,1,68,55.5,65.5,Low Risk
6,98,2,1,0,8,75,2,1,1,0,2,1,1,3,1,2,0,0,64,52.0,69.5,Low Risk
18,74,0,2,1,6,69,2,1,0,1,2,1,2,4,0,1,1,1,65,46.0,67.0,Low Risk
25,64,2,1,1,8,91,2,1,1,1,1,1,2,5,0,0,2,1,66,44.5,78.5,Low Risk
23,68,2,0,0,5,91,1,1,5,1,2,1,1,1,0,0,2,0,68,45.5,79.5,Low Risk
23,80,2,2,0,7,67,1,1,2,1,0,1,1,4,0,1,2,1,67,51.5,67.0,Low Risk
18,92,2,2,1,6,73,1,1,1,2,0,1,1,5,1,1,1,0,67,55.0,70.0,Low Risk
12,66,2,0,1,7,99,1,1,2,2,1,1,1,3,0,1,1,1,63,39.0,81.0,Low Risk
23,86,2,0,1,8,91,2,1,2,1,2,1,0,1,0,0,2,0,71,54.5,81.0,Low Risk
15,73,2,0,0,5,61,1,0,1,1,0,0,2,2,0,2,1,1,63,44.0,62.0,Low Risk
33,74,2,1,0,8,64,2,1,0,2,2,1,0,3,1,1,2,1,66,53.5,65.0,Low Risk
23,86,0,2,0,7,54,1,1,2,2,2,1,0,2,1,1,2,0,67,54.5,60.5,Low Risk
17,79,2,0,1,8,84,2,1,0,2,2,1,1,2,0,1,1,1,66,48.0,75.0,Low Risk
16,92,2,2,1,7,66,0,1,2,2,2,1,2,4,0,2,1,0,70,54.0,68.0,Low Risk
19,66,0,2,0,8,77,1,0,3,2,2,1,0,4,0,0,1,0,64,42.5,70.5,Low Risk
19,92,2,2,1,6,88,1,1,1,0,2,1,2,2,0,2,2,1,71,55.5,79.5,Low Risk
27,63,0,0,1,4,92,2,1,0,1,2,1,1,3,0,0,2,0,68,45.0,80.0,Low Risk
21,68,1,2,1,5,66,1,1,2,0,2,0,1,3,0,1,2,1,64,44.5,65.0,Low Risk
16,86,2,2,1,6,62,1,1,1,1,0,1,2,4,0,1,2,0,66,51.0,64.0,Low Risk
31,94,1,2,0,5,92,1,1,1,0,1,0,1,4,0,1,2,1,72,62.5,82.0,Low Risk
20,70,1,2,1,9,69,0,1,2,2,0,1,1,3,0,2,2,0,66,45.0,67.5,Low Risk
16,81,2,2,1,8,57,0,1,1,2,2,0,2,2,0,1,2,1,66,48.5,61.5,Low Risk
22,68,0,2,0,8,96,2,1,1,2,2,1,2,3,0,2,1,0,68,45.0,82.0,Low Risk
22,92,2,1,1,7,74,0,1,2,2,1,1,2,4,0,0,1,1,70,57.0,72.0,Low Risk
9,91,2,2,0,10,59,0,1,0,1,2,0,2,2,0,0,1,1,64,50.0,61.5,Low Risk
32,66,0,0,1,10,77,0,1,3,2,2,1,1,1,0,0,2,1,71,49.0,74.0,Low Risk
28,79,2,0,1,9,94,1,1,2,1,2,0,2,5,0,0,2,1,72,53.5,83.0,Low Risk
18,91,0,2,1,6,69,2,1,5,1,0,1,2,2,0,1,2,1,71,54.5,70.0,Low Risk
13,73,2,1,0,9,59,2,1,0,2,0,1,1,4,0,2,2,1,63,43.0,61.0,Low Risk
22,85,1,2,1,4,79,2,1,1,0,1,1,2,2,0,0,2,1,68,53.5,73.5,Low Risk
21,62,2,2,0,9,92,2,1,1,2,2,0,2,4,1,1,2,1,63,41.5,77.5,Low Risk
22,84,2,2,0,4,56,2,1,0,0,1,0,2,2,0,1,1,1,66,53.0,61.0,Low Risk
21,66,2,2,1,7,52,0,1,1,2,2,1,1,3,0,1,0,0,63,43.5,57.5,Low Risk
23,93,0,0,0,9,53,0,1,1,1,2,0,1,4,0,0,2,0,72,58.0,62.5,Low Risk
29,74,2,0,1,8,62,0,1,3,1,0,1,2,3,1,2,1,1,70,51.5,66.0,Low Risk
23,71,2,2,1,5,50,2,1,1,1,0,1,2,1,0,0,2,0,65,47.0,57.5,Low Risk
14,94,2,0,1,7,71,2,1,0,2,2,0,0,3,1,0,1,0,67,54.0,69.0,Low Risk
28,62,1,0,0,8,85,2,1,2,1,0,1,2,3,0,1,1,0,66,45.0,75.5,Low Risk
30,76,2,2,1,7,86,2,1,1,2,0,1,1,2,1,2,0,1,69,53.0,77.5,Low Risk
39,75,2,0,1,6,82,0,1,1,0,1,1,0,3,0,0,2,1,73,57.0,77.5,Low Risk
13,71,2,0,1,8,65,0,1,2,2,2,1,1,4,0,2,2,0,66,42.0,65.5,Low Risk
21,96,2,2,1,9,87,2,1,0,2,2,1,1,6,1,1,2,0,70,58.5,78.5,Low Risk
8,90,0,0,0,7,79,0,1,2,1,2,1,0,4,0,0,2,1,68,49.0,73.5,Low Risk
23,63,1,2,1,9,93,2,1,2,2,0,0,2,2,0,1,0,1,65,43.0,79.0,Low Risk
17,89,2,2,0,7,74,2,1,1,1,2,0,2,2,0,2,1,0,67,53.0,70.5,Low Risk
32,81,0,2,0,6,59,0,1,2,0,2,1,1,2,0,1,1,0,71,56.5,65.0,Low Risk
15,96,0,0,0,9,82,2,1,2,1,1,0,1,3,0,1,2,0,70,55.5,76.0,Low Risk
10,73,2,1,1,9,58,1,1,5,1,2,0,0,3,0,1,1,1,61,41.5,59.5,Low Risk
17,83,0,2,1,6,98,2,1,0,2,2,1,2,3,0,1,2,1,69,50.0,83.5,Low Risk
8,80,1,2,1,6,85,2,1,1,1,0,1,0,3,0,2,2,1,63,44.0,74.0,Low Risk
25,80,2,2,1,10,88,1,1,0,1,0,0,0,2,0,0,1,1,67,52.5,77.5,Low Risk
8,78,0,2,1,7,84,2,1,0,2,2,1,2,2,0,0,2,1,65,43.0,74.5,Low Risk
20,68,0,2,1,7,55,0,1,0,1,1,1,2,3,1,1,2,0,63,44.0,59.0,Low Risk
8,90,2,2,0,7,73,0,1,3,0,1,0,0,4,0,2,2,1,67,49.0,70.0,Low Risk
18,78,1,0,1,9,83,2,1,2,1,2,0,0,2,0,2,1,0,66,48.0,74.5,Low Risk
30,98,1,2,1,10,61,2,1,0,1,2,1,2,3,0,2,1,1,72,64.0,66.5,Low Risk
22,70,2,0,0,7,84,1,1,3,1,0,1,2,5,0,1,2,1,68,46.0,76.0,Low Risk
15,87,0,2,1,10,91,2,1,1,1,1,1,1,4,0,1,1,1,67,51.0,79.0,Low Risk
20,98,2,2,1,6,64,2,1,1,0,0,0,2,3,0,2,1,1,72,59.0,68.0,Low Risk
20,87,2,0,1,7,60,2,1,0,1,2,1,2,2,1,1,0,0,66,53.5,63.0,Low Risk
23,95,2,2,1,8,94,2,1,1,2,2,1,2,4,0,1,2,1,73,59.0,83.5,Low Risk
12,93,0,0,1,6,50,1,1,4,0,0,1,2,3,0,2,1,1,71,52.5,60.5,Low Risk
24,74,1,1,1,8,63,0,1,1,1,0,1,2,3,0,1,1,1,65,49.0,64.0,Low Risk
4,84,2,2,1,6,70,2,1,5,2,0,0,1,4,0,1,2,1,65,44.0,67.5,Low Risk
16,66,0,2,1,5,84,2,1,2,2,2,0,1,3,0,1,2,0,65,41.0,74.5,Low Risk
17,81,2,2,1,4,100,1,1,2,2,0,0,1,2,0,0,2,1,68,49.0,84.0,Low Risk
24,69,0,2,0,7,69,2,0,7,0,2,1,2,3,0,0,2,0,70,46.5,69.5,Low Risk
20,90,2,1,1,8,97,1,1,1,2,1,0,1,2,0,1,2,0,68,55.0,82.5,Low Risk
12,81,1,2,1,5,68,0,1,0,1,0,0,0,2,0,1,2,1,62,46.5,65.0,Low Risk
14,76,2,2,0,7,85,0,1,3,1,2,0,1,3,0,0,2,1,66,45.0,75.5,Low Risk
21,71,2,2,0,7,58,1,1,3,1,2,1,0,5,0,0,2,0,65,46.0,61.5,Low Risk
20,100,2,2,1,7,73,2,1,1,1,2,1,1,4,0,0,2,0,71,60.0,72.0,Low Risk
17,63,2,2,0,6,94,1,1,0,2,2,1,0,2,0,1,1,1,61,40.0,77.5,Low Risk
17,62,2,2,0,7,66,0,1,2,0,2,1,1,4,0,1,1,1,63,39.5,64.5,Low Risk
24,69,2,0,1,7,55,1,1,3,2,0,1,1,4,0,1,2,1,67,46.5,61.0,Low Risk
17,99,2,2,0,8,76,1,0,2,0,2,1,2,4,0,2,2,1,70,58.0,73.0,Low Risk
19,99,2,2,1,5,72,1,1,3,2,0,0,1,4,0,2,2,1,73,59.0,72.5,Low Risk
11,95,2,2,1,5,95,1,1,1,1,0,1,2,3,0,2,2,1,69,53.0,82.0,Low Risk
9,69,1,2,1,7,80,2,1,1,2,2,0,1,3,0,0,1,1,61,39.0,70.5,Low Risk
16,66,2,2,1,6,100,2,1,1,2,2,1,1,3,0,1,1,0,64,41.0,82.0,Low Risk
18,64,1,2,1,7,57,2,1,1,0,2,1,1,3,0,1,1,1,61,41.0,59.0,Low Risk
15,64,2,2,0,6,92,1,1,3,1,2,1,0,4,0,0,2,0,63,39.5,77.5,Low Risk
18,83,2,1,1,9,62,0,1,2,1,2,1,0,2,0,1,2,1,65,50.5,63.5,Low Risk
30,91,0,2,0,9,62,1,1,3,1,0,1,0,4,0,2,2,0,73,60.5,67.5,Low Risk
25,75,2,1,1,8,75,0,1,2,0,0,0,0,4,1,2,2,1,68,50.0,71.5,Low Risk
25,99,2,2,0,8,83,2,1,1,2,2,1,1,2,0,0,2,0,72,62.0,77.5,Low Risk
12,77,1,1,1,7,85,2,1,1,2,2,1,2,3,0,0,0,1,62,44.5,73.5,Low Risk
13,66,0,2,1,9,51,1,1,3,2,2,0,2,2,0,2,1,1,63,39.5,57.0,Low Risk
3,79,1,2,1,7,64,1,1,0,2,2,1,0,3,0,2,0,0,58,41.0,61.0,Low Risk
15,87,2,2,0,10,83,2,1,1,0,0,0,2,3,0,1,2,1,68,51.0,75.5,Low Risk
26,93,0,0,1,6,94,1,1,1,2,0,1,0,2,0,1,2,0,74,59.5,84.0,Low Risk
23,78,2,2,1,5,83,2,1,1,2,2,1,2,3,0,1,2,1,68,50.5,75.5,Low Risk
19,84,2,2,1,5,63,2,1,1,0,2,0,2,2,0,1,2,1,67,51.5,65.0,Low Risk
20,71,2,2,1,5,75,1,1,0,2,2,0,2,4,0,1,2,1,65,45.5,70.0,Low Risk
16,86,1,1,1,5,82,1,1,0,1,2,1,1,4,0,1,1,0,63,51.0,72.5,Low Risk
21,99,2,1,0,7,57,0,1,2,2,2,1,1,2,0,2,2,1,71,60.0,64.0,Low Risk
25,62,2,1,1,8,77,2,1,0,2,1,1,0,4,0,0,0,0,62,43.5,69.5,Low Risk
10,95,0,1,1,7,74,0,1,2,1,2,1,0,3,0,1,0,1,66,52.5,70.0,Low Risk
22,82,1,2,0,5,67,1,1,1,1,0,0,1,1,1,2,2,0,65,52.0,66.0,Low Risk
26,70,0,2,0,6,81,1,1,0,1,0,1,1,3,0,1,1,1,66,48.0,73.5,Low Risk
18,98,0,1,0,8,82,2,1,3,2,0,1,0,3,0,0,2,1,71,58.0,76.5,Low Risk
24,79,1,0,0,6,99,0,0,2,1,0,1,0,3,0,1,2,1,68,51.5,83.5,Low Risk
37,73,2,0,1,6,71,2,1,0,0,0,1,2,5,0,1,1,1,72,55.0,71.5,Low Risk
19,67,2,0,0,5,77,2,1,1,2,0,0,0,4,0,2,2,1,66,43.0,71.5,Low Risk
22,70,2,1,1,6,58,1,1,4,0,2,1,2,2,0,2,1,1,66,46.0,62.0,Low Risk
16,93,1,0,0,6,77,0,1,2,1,2,1,0,1,0,1,1,1,67,54.5,72.0,Low Risk
21,85,1,0,1,7,52,2,1,5,0,0,1,2,3,0,2,1,1,71,53.0,61.5,Low Risk
23,97,0,0,1,8,57,1,0,2,0,2,1,2,1,0,2,0,1,72,60.0,64.5,Low Risk
21,69,1,2,0,7,59,2,1,3,1,2,1,1,3,0,2,2,1,64,45.0,61.5,Low Risk
14,65,1,0,0,7,82,1,1,1,1,1,1,0,3,0,1,2,1,60,39.5,71.0,Low Risk
21,60,0,1,0,8,78,2,1,2,2,0,1,2,2,0,1,2,0,64,40.5,71.0,Low Risk
29,80,2,1,1,5,90,2,1,2,2,1,1,2,1,0,0,2,0,70,54.5,80.0,Low Risk
23,100,2,1,1,10,73,2,1,3,2,2,0,1,2,0,0,2,1,72,61.5,72.5,Low Risk
26,88,2,0,0,6,74,2,1,0,1,2,1,0,2,0,1,1,0,68,57.0,71.0,Low Risk
19,72,2,1,1,8,58,2,1,0,2,1,1,1,3,0,1,2,0,62,45.5,60.0,Low Risk
24,95,2,1,0,5,87,2,1,0,1,2,1,1,2,0,1,0,1,68,59.5,77.5,Low Risk
14,61,2,1,1,7,71,2,1,0,2,1,0,1,1,0,2,2,0,60,37.5,65.5,Low Risk
22,93,2,0,0,9,59,1,1,3,1,0,1,2,4,0,2,2,0,72,57.5,65.5,Low Risk
14,72,1,0,0,7,89,2,1,2,2,2,1,2,3,0,1,2,0,65,43.0,77.0,Low Risk
16,66,2,1,0,9,84,0,1,3,1,1,1,2,4,0,1,2,0,63,41.0,73.5,Low Risk
21,69,2,1,1,7,85,2,1,2,2,2,0,2,0,0,2,2,1,66,45.0,75.5,Low Risk
22,79,1,2,0,10,57,1,1,1,2,0,1,2,2,0,1,2,1,65,50.5,61.0,Low Risk
13,77,2,0,0,4,83,2,1,1,2,0,1,0,2,0,2,1,1,65,45.0,74.0,Low Risk
26,72,1,0,0,8,85,2,1,2,1,2,1,0,3,0,1,2,1,67,49.0,76.0,Low Risk
23,67,2,2,0,4,50,1,1,4,1,2,0,2,3,0,0,1,1,65,45.0,57.5,Low Risk
16,90,0,2,0,7,66,2,1,0,0,0,1,0,3,0,1,1,1,67,53.0,66.5,Low Risk
11,100,2,2,1,9,54,1,1,1,1,2,1,0,3,0,2,2,1,66,55.5,60.0,Low Risk
19,91,1,0,1,9,84,0,1,2,0,0,1,2,3,1,1,2,1,71,55.0,77.5,Low Risk
17,72,2,2,0,8,61,2,1,1,2,2,1,1,4,0,2,1,1,64,44.5,62.5,Low Risk
21,70,1,1,0,7,63,2,1,0,2,2,1,2,2,0,1,0,1,61,45.5,62.0,Low Risk
18,69,0,0,1,8,54,1,1,1,0,0,0,1,2,0,1,2,1,65,43.5,59.5,Low Risk
8,65,2,2,0,10,74,2,1,1,2,0,0,2,5,0,1,2,1,61,36.5,67.5,Low Risk
18,82,0,1,0,7,52,1,1,1,1,2,1,0,4,0,1,2,0,64,50.0,58.0,Low Risk
18,84,0,0,1,8,92,1,1,0,1,0,1,0,3,0,0,2,0,69,51.0,80.5,Low Risk
24,88,2,2,1,6,51,0,1,4,2,1,1,2,4,0,1,2,1,71,56.0,61.0,Low Risk
16,87,0,2,0,9,53,0,1,3,2,0,0,1,5,0,0,2,1,70,51.5,61.5,Low Risk
30,72,0,2,1,8,82,0,1,1,1,2,1,2,1,0,0,1,0,70,51.0,76.0,Low Risk
9,73,2,2,1,6,96,1,1,0,1,0,1,2,2,0,1,2,1,62,41.0,79.0,Low Risk
28,87,2,2,0,8,95,2,1,2,2,1,0,2,3,0,2,2,0,73,57.5,84.0,Low Risk
19,74,2,0,0,8,54,0,1,0,2,2,1,2,3,0,0,2,1,66,46.5,60.0,Low Risk
25,69,2,2,1,8,64,2,1,1,0,1,1,0,3,0,2,1,0,66,47.0,65.0,Low Risk
20,75,1,2,0,7,76,2,1,3,0,0,0,0,3,0,0,2,0,66,47.5,71.0,Low Risk
27,71,2,2,1,9,51,2,0,3,0,2,1,1,1,0,0,0,0,66,49.0,58.5,Low Risk
18,64,2,2,1,6,76,2,1,2,2,0,1,2,4,0,1,2,1,65,41.0,70.5,Low Risk
13,93,1,1,0,7,72,0,1,2,2,2,0,2,2,0,2,2,0,67,53.0,69.5,Low Risk
29,94,0,2,0,7,79,2,1,6,1,0,0,1,4,0,0,2,0,76,61.5,77.5,Low Risk
19,69,2,2,1,9,96,2,1,0,0,0,0,2,3,0,1,1,0,66,44.0,81.0,Low Risk
21,63,2,2,1,6,64,1,1,1,0,0,1,0,3,0,1,2,1,63,42.0,63.5,Low Risk
27,90,2,2,0,7,82,2,1,0,2,2,1,2,3,0,0,1,0,71,58.5,76.5,Low Risk
14,68,2,0,0,6,71,1,1,1,2,2,1,2,3,0,0,1,1,63,41.0,67.0,Low Risk
24,76,0,1,1,7,72,1,1,1,0,2,1,2,2,0,0,1,1,67,50.0,69.5,Low Risk
16,63,2,2,1,8,82,2,1,0,0,2,1,1,3,0,1,2,1,63,39.5,72.5,Low Risk
19,69,0,2,1,5,98,2,1,0,0,2,1,1,4,0,1,1,1,66,44.0,82.0,Low Risk
20,92,2,2,1,9,93,1,1,3,0,2,1,2,2,0,0,2,0,72,56.0,82.5,Low Risk
11,92,0,2,1,8,82,0,1,4,2,2,0,0,2,0,2,2,0,70,51.5,76.0,Low Risk
15,68,0,1,1,6,73,2,0,0,2,2,1,2,3,0,0,2,1,62,41.5,67.5,Low Risk
28,73,0,2,1,6,71,2,1,0,2,0,0,2,2,0,0,1,0,69,50.5,70.0,Low Risk
25,65,1,2,1,9,89,2,1,2,2,0,1,1,3,0,1,2,0,66,45.0,77.5,Low Risk
20,63,2,2,1,8,61,2,1,2,0,2,1,1,3,0,1,2,1,64,41.5,62.5,Low Risk
21,100,1,2,1,6,79,2,1,2,1,2,1,1,1,0,1,2,0,70,60.5,74.5,Low Risk
18,86,2,2,0,6,75,0,1,0,1,0,1,1,4,0,1,2,1,67,52.0,71.0,Low Risk
28,82,2,0,1,8,82,1,1,1,2,2,0,0,2,0,2,2,1,71,55.0,76.5,Low Risk
19,91,2,2,0,8,59,0,1,1,0,2,1,1,2,0,2,2,1,69,55.0,64.0,Low Risk
21,94,0,1,0,8,85,2,1,1,2,2,1,0,4,0,0,2,1,70,57.5,77.5,Low Risk
27,92,2,2,1,7,81,2,1,0,1,2,1,0,1,0,0,2,1,70,59.5,75.5,Low Risk
15,61,0,1,1,8,59,2,1,1,2,2,1,1,2,0,2,1,0,61,38.0,60.0,Low Risk
29,67,1,0,0,7,72,2,0,0,2,0,1,1,3,0,1,2,0,65,48.0,68.5,Low Risk
11,86,2,0,1,6,84,2,1,0,0,0,0,1,3,0,1,2,1,67,48.5,75.5,Low Risk
30,75,2,1,1,9,95,1,1,1,0,2,1,0,5,0,2,2,1,70,52.5,82.5,Low Risk
19,87,1,0,1,6,50,2,1,3,1,2,1,1,2,0,2,2,1,68,53.0,59.0,Low Risk
9,98,0,0,0,7,58,2,1,2,2,2,1,0,4,0,0,2,1,69,53.5,63.5,Low Risk
17,68,2,2,0,7,99,2,1,1,2,1,0,1,1,0,2,2,1,65,42.5,82.0,Low Risk
14,95,0,2,1,6,88,2,1,2,1,1,1,1,2,0,1,0,1,68,54.5,78.0,Low Risk
16,73,0,2,1,7,81,2,1,1,0,0,1,0,4,0,2,2,1,67,44.5,74.0,Low Risk
19,100,2,0,1,6,57,2,1,1,0,2,0,2,2,1,1,2,1,70,59.5,63.5,Low Risk
26,66,0,0,0,8,71,0,1,2,2,2,1,1,3,0,1,2,0,68,46.0,69.5,Low Risk
21,81,0,2,1,7,86,2,1,1,1,2,1,1,4,0,0,2,1,69,51.0,77.5,Low Risk
22,92,0,1,1,5,95,1,1,0,1,1,1,2,3,0,2,2,1,70,57.0,82.5,Low Risk
13,77,0,0,1,7,69,2,1,2,1,0,0,1,5,0,0,1,1,67,45.0,68.0,Low Risk
15,79,0,0,1,6,100,2,1,4,1,2,1,1,3,0,0,2,0,70,47.0,85.0,Low Risk
31,99,2,1,1,4,57,0,1,1,0,0,1,1,2,0,2,1,0,74,65.0,65.5,Low Risk
16,77,2,1,1,7,69,1,1,1,1,0,1,1,4,0,1,2,0,63,46.5,66.0,Low Risk
30,84,0,2,1,9,94,2,1,1,1,0,0,2,2,1,1,2,0,72,57.0,83.0,Low Risk
19,62,0,2,0,7,82,1,1,0,1,1,0,1,5,1,2,2,1,62,40.5,72.0,Low Risk
20,94,2,2,0,8,91,2,1,1,1,2,1,2,2,0,2,2,0,71,57.0,81.0,Low Risk
26,86,2,1,0,7,95,2,1,0,1,0,1,0,5,0,1,1,1,68,56.0,81.5,Low Risk
28,76,2,0,1,6,75,0,1,3,0,2,1,2,3,0,1,2,1,72,52.0,73.5,Low Risk
19,61,2,0,1,6,62,0,1,1,0,2,1,1,2,0,2,1,0,64,40.0,63.0,Low Risk
18,84,1,1,0,5,85,2,1,0,2,2,1,1,4,0,1,1,1,64,51.0,74.5,Low Risk
20,61,1,0,1,8,78,2,1,0,1,2,0,2,5,0,1,2,0,63,40.5,70.5,Low Risk
22,60,0,2,1,8,89,2,1,2,2,0,0,1,4,0,0,1,1,66,41.0,77.5,Low Risk
25,85,2,2,1,7,76,2,1,2,0,2,1,2,2,0,0,2,0,71,55.0,73.5,Low Risk
20,68,2,0,1,4,91,0,1,4,0,2,0,2,4,0,0,2,1,70,44.0,80.5,Low Risk
24,68,0,2,1,8,95,1,1,3,2,2,1,2,0,0,1,1,1,67,46.0,81.0,Low Risk
30,86,0,0,1,6,87,2,1,0,1,1,0,2,4,0,0,2,0,73,58.0,80.0,Low Risk
22,62,1,2,1,7,87,2,1,2,0,1,1,1,3,0,1,2,0,64,42.0,75.5,Low Risk
22,73,1,2,0,5,79,2,1,4,2,1,1,0,1,0,2,1,0,65,47.5,72.0,Low Risk
11,66,2,2,1,7,74,2,1,3,2,0,0,1,3,0,1,0,0,62,38.5,68.0,Low Risk
4,83,0,2,0,7,99,1,1,1,1,1,0,1,3,0,0,2,0,64,43.5,81.5,Low Risk
22,86,1,2,0,4,82,1,1,1,1,1,0,2,5,0,0,1,1,67,54.0,74.5,Low Risk
